CD temperatures [deg C] from synthetic data. 
  T_18,    T_D,   T_17,  T_diff1_18D, T_diff2_18D, T_diff3_18D, T_diff1_17D, T_diff2_17D, T_division_18D, T_division_17D 
-5.465294e+01 -5.531902e+01 -5.473242e+01 -5.180745e+01 -5.525215e+01 -5.683810e+01 -5.250907e+01 -5.434849e+01 -7.379655e+01 -7.120492e+01 
-5.472661e+01 -5.499547e+01 -5.494455e+01 -5.349053e+01 -5.502452e+01 -5.605936e+01 -5.472913e+01 -5.440427e+01 -6.309821e+01 -5.653764e+01 
-5.446773e+01 -5.504616e+01 -5.435339e+01 -5.194940e+01 -5.491318e+01 -5.529640e+01 -5.174090e+01 -5.405361e+01 -7.140286e+01 -7.356218e+01 
-5.336551e+01 -5.557367e+01 -5.525121e+01 -4.579989e+01 -5.474083e+01 -5.605936e+01 -5.398628e+01 -5.328709e+01 -1.029836e+02 -6.471791e+01 
-5.483800e+01 -5.500858e+01 -5.483746e+01 -5.404533e+01 -5.467804e+01 -5.605936e+01 -5.414123e+01 -5.617756e+01 -6.022654e+01 -6.004178e+01 
-5.585520e+01 -5.532324e+01 -5.521385e+01 -5.873979e+01 -5.643916e+01 -5.683810e+01 -5.477039e+01 -5.372403e+01 -3.594606e+01 -5.853826e+01 
-5.536083e+01 -5.462324e+01 -5.506953e+01 -5.962584e+01 -5.434877e+01 -5.605936e+01 -5.714578e+01 -5.426247e+01 -2.600109e+01 -3.937944e+01 
-5.458905e+01 -5.537674e+01 -5.444205e+01 -5.128971e+01 -5.567257e+01 -5.644632e+01 -5.106646e+01 -5.496986e+01 -7.671887e+01 -7.924332e+01 
-5.447620e+01 -5.498794e+01 -5.447800e+01 -5.222168e+01 -5.531077e+01 -5.492652e+01 -5.250008e+01 -5.414493e+01 -6.965603e+01 -6.909712e+01 
-5.523738e+01 -5.521611e+01 -5.502270e+01 -5.534044e+01 -5.486747e+01 -5.683810e+01 -5.422689e+01 -5.477155e+01 -5.452409e+01 -6.096653e+01 
-5.445314e+01 -5.486197e+01 -5.447038e+01 -5.261279e+01 -5.489350e+01 -5.566072e+01 -5.291666e+01 -5.524810e+01 -6.686158e+01 -6.598084e+01 
-5.458248e+01 -5.462895e+01 -5.440682e+01 -5.434293e+01 -5.500000e+01 -5.644632e+01 -5.349879e+01 -5.521473e+01 -5.610377e+01 -6.115241e+01 
-5.490131e+01 -5.518178e+01 -5.487330e+01 -5.361424e+01 -5.362976e+01 -5.644632e+01 -5.363858e+01 -5.381355e+01 -6.363357e+01 -6.407147e+01 
-5.577621e+01 -5.511711e+01 -5.537350e+01 -5.947230e+01 -5.377193e+01 -5.644632e+01 -5.650833e+01 -5.458042e+01 -3.023701e+01 -4.680692e+01 
-5.508171e+01 -5.507201e+01 -5.480073e+01 -5.512869e+01 -5.369661e+01 -5.605936e+01 -5.371555e+01 -5.350730e+01 -5.475970e+01 -6.289521e+01 
-5.477626e+01 -5.547417e+01 -5.472203e+01 -5.182783e+01 -5.519735e+01 -5.566072e+01 -5.193020e+01 -5.546528e+01 -7.464492e+01 -7.529966e+01 
-5.479712e+01 -5.485283e+01 -5.489786e+01 -5.452722e+01 -5.466119e+01 -5.529640e+01 -5.508835e+01 -5.582644e+01 -5.659015e+01 -5.347216e+01 
-5.419850e+01 -5.476002e+01 -5.438456e+01 -5.172507e+01 -5.508583e+01 -5.566072e+01 -5.288223e+01 -5.647699e+01 -7.078666e+01 -6.550908e+01 
-5.453115e+01 -5.493276e+01 -5.519451e+01 -5.272568e+01 -5.334596e+01 -5.644632e+01 -5.636885e+01 -5.325141e+01 -6.671508e+01 -4.635500e+01 
-5.466713e+01 -5.464003e+01 -5.456498e+01 -5.479846e+01 -5.453831e+01 -5.644632e+01 -5.425016e+01 -5.412725e+01 -5.376544e+01 -5.691299e+01 
-5.488487e+01 -5.513380e+01 -5.434864e+01 -5.373822e+01 -5.411337e+01 -5.605936e+01 -5.142832e+01 -5.523529e+01 -6.266782e+01 -7.577283e+01 
-5.492475e+01 -5.541133e+01 -5.494980e+01 -5.278832e+01 -5.467403e+01 -5.566072e+01 -5.315825e+01 -5.256596e+01 -6.938049e+01 -6.825969e+01 
-5.416504e+01 -5.461159e+01 -5.418839e+01 -5.216316e+01 -5.642695e+01 -5.566072e+01 -5.251449e+01 -5.462572e+01 -6.761475e+01 -6.654960e+01 
-5.518238e+01 -5.524138e+01 -5.491067e+01 -5.489651e+01 -5.510340e+01 -5.723476e+01 -5.358732e+01 -5.513894e+01 -5.713906e+01 -6.476447e+01 
-5.511265e+01 -5.564913e+01 -5.519426e+01 -5.278735e+01 -5.870462e+01 -5.644632e+01 -5.343985e+01 -5.767469e+01 -7.086514e+01 -6.826904e+01 
-5.449073e+01 -5.471400e+01 -5.457205e+01 -5.343502e+01 -5.555657e+01 -5.644632e+01 -5.397004e+01 -5.500000e+01 -6.162931e+01 -5.905674e+01 
-5.518182e+01 -5.519691e+01 -5.470121e+01 -5.510873e+01 -5.427703e+01 -5.644632e+01 -5.277445e+01 -5.402712e+01 -5.568838e+01 -6.897447e+01 
-5.577331e+01 -5.572417e+01 -5.550625e+01 -5.601112e+01 -5.479056e+01 -5.529640e+01 -5.462379e+01 -5.500000e+01 -5.414296e+01 -6.208019e+01 
-5.554381e+01 -5.547287e+01 -5.500978e+01 -5.588999e+01 -5.523214e+01 -5.492652e+01 -5.321376e+01 -5.436218e+01 -5.317459e+01 -6.835809e+01 
-5.530877e+01 -5.516023e+01 -5.473006e+01 -5.604347e+01 -5.393850e+01 -5.644632e+01 -5.305503e+01 -5.436818e+01 -5.028746e+01 -6.718442e+01 
-5.522944e+01 -5.458127e+01 -5.482274e+01 -5.891351e+01 -5.505215e+01 -5.605936e+01 -5.590722e+01 -5.426315e+01 -2.995604e+01 -4.668479e+01 
-5.517826e+01 -5.503796e+01 -5.451315e+01 -5.588603e+01 -5.595838e+01 -5.723476e+01 -5.248366e+01 -5.600243e+01 -5.035741e+01 -6.951371e+01 
-5.493059e+01 -5.464310e+01 -5.449746e+01 -5.642228e+01 -5.500000e+01 -5.723476e+01 -5.389426e+01 -5.262726e+01 -4.475784e+01 -5.898835e+01 
-5.524149e+01 -5.559681e+01 -5.511654e+01 -5.366183e+01 -5.312603e+01 -5.605936e+01 -5.326505e+01 -5.377024e+01 -6.599742e+01 -6.888989e+01 
-5.460011e+01 -5.516903e+01 -5.473443e+01 -5.211999e+01 -5.719932e+01 -5.644632e+01 -5.304256e+01 -5.552995e+01 -7.130398e+01 -6.731230e+01 
-5.434693e+01 -5.473980e+01 -5.458621e+01 -5.256093e+01 -5.417258e+01 -5.605936e+01 -5.394008e+01 -5.563389e+01 -6.637885e+01 -5.939896e+01 
-5.483564e+01 -5.473642e+01 -5.460522e+01 -5.531640e+01 -5.471005e+01 -5.683810e+01 -5.404899e+01 -5.523552e+01 -5.154819e+01 -5.875077e+01 
-5.417228e+01 -5.463209e+01 -5.442957e+01 -5.211622e+01 -5.536685e+01 -5.529640e+01 -5.359893e+01 -5.481488e+01 -6.798376e+01 -6.060371e+01 
-5.551232e+01 -5.533976e+01 -5.513818e+01 -5.637466e+01 -5.256884e+01 -5.644632e+01 -5.432386e+01 -5.445132e+01 -4.960635e+01 -6.123183e+01 
-5.536307e+01 -5.564627e+01 -5.544752e+01 -5.407756e+01 -5.362013e+01 -5.605936e+01 -5.463906e+01 -5.512234e+01 -6.411580e+01 -6.146933e+01 
-5.478623e+01 -5.473789e+01 -5.493336e+01 -5.502042e+01 -5.707344e+01 -5.644632e+01 -5.578250e+01 -5.553942e+01 -5.320899e+01 -4.855438e+01 
-5.457895e+01 -5.516087e+01 -5.455399e+01 -5.204782e+01 -5.421365e+01 -5.566072e+01 -5.223710e+01 -5.588539e+01 -7.161891e+01 -7.165553e+01 
-5.441110e+01 -5.453102e+01 -5.435119e+01 -5.383968e+01 -5.459202e+01 -5.529640e+01 -5.360962e+01 -5.421003e+01 -5.827718e+01 -5.986213e+01 
-5.477656e+01 -5.441816e+01 -5.441622e+01 -5.668606e+01 -5.217327e+01 -5.455107e+01 -5.439485e+01 -5.415881e+01 -4.177906e+01 -5.447798e+01 
-5.472482e+01 -5.498033e+01 -5.455410e+01 -5.354677e+01 -5.430840e+01 -5.644632e+01 -5.287865e+01 -5.391482e+01 -6.270447e+01 -6.696712e+01 
-5.491117e+01 -5.508237e+01 -5.464946e+01 -5.411100e+01 -5.421659e+01 -5.644632e+01 -5.295123e+01 -5.493315e+01 -6.034784e+01 -6.723991e+01 
-5.443066e+01 -5.594828e+01 -5.474459e+01 -4.878952e+01 -5.679727e+01 -5.644632e+01 -5.060272e+01 -5.384598e+01 -9.203337e+01 -8.514789e+01 
-5.398938e+01 -5.390809e+01 -5.396027e+01 -5.438329e+01 -5.660454e+01 -5.763631e+01 -5.418671e+01 -5.565642e+01 -5.123857e+01 -5.227606e+01 
-5.547720e+01 -5.518843e+01 -5.527407e+01 -5.695250e+01 -5.503097e+01 -5.605936e+01 -5.563638e+01 -5.473022e+01 -4.536489e+01 -5.246118e+01 
-5.449209e+01 -5.388697e+01 -5.389857e+01 -5.792022e+01 -5.604546e+01 -5.683810e+01 -5.394852e+01 -5.601861e+01 -3.114937e+01 -5.352787e+01 
-5.433036e+01 -5.457394e+01 -5.410419e+01 -5.319759e+01 -5.777737e+01 -5.566072e+01 -5.225852e+01 -5.660965e+01 -6.197712e+01 -6.770888e+01 
-5.470212e+01 -5.438341e+01 -5.440945e+01 -5.637308e+01 -5.470463e+01 -5.605936e+01 -5.451262e+01 -5.523558e+01 -4.332520e+01 -5.357582e+01 
-5.521616e+01 -5.498179e+01 -5.494211e+01 -5.642303e+01 -5.439460e+01 -5.566072e+01 -5.477426e+01 -5.485116e+01 -4.698311e+01 -5.618568e+01 
-5.533331e+01 -5.544301e+01 -5.500596e+01 -5.481571e+01 -5.760209e+01 -5.683810e+01 -5.330305e+01 -5.608069e+01 -5.885490e+01 -6.766792e+01 
-5.448586e+01 -5.482798e+01 -5.457525e+01 -5.292410e+01 -5.366823e+01 -5.566072e+01 -5.354562e+01 -5.442683e+01 -6.502946e+01 -6.223023e+01 
-5.433790e+01 -5.552913e+01 -5.468306e+01 -4.967321e+01 -5.493390e+01 -5.644632e+01 -5.158672e+01 -5.349110e+01 -8.551709e+01 -7.744938e+01 
-5.457849e+01 -5.441515e+01 -5.449898e+01 -5.539925e+01 -5.569184e+01 -5.605936e+01 -5.486165e+01 -5.534010e+01 -4.896255e+01 -5.178275e+01 
-5.542689e+01 -5.553245e+01 -5.521335e+01 -5.493014e+01 -5.473181e+01 -5.566072e+01 -5.395661e+01 -5.622948e+01 -5.881627e+01 -6.460999e+01 
-5.468044e+01 -5.465648e+01 -5.402363e+01 -5.479621e+01 -5.460403e+01 -5.683810e+01 -5.160043e+01 -5.486589e+01 -5.388407e+01 -7.180230e+01 
-5.465313e+01 -5.502819e+01 -5.433855e+01 -5.296243e+01 -5.369955e+01 -5.605936e+01 -5.173609e+01 -5.397737e+01 -6.608025e+01 -7.347201e+01 
-5.535706e+01 -5.524864e+01 -5.496170e+01 -5.587825e+01 -5.662380e+01 -5.644632e+01 -5.380205e+01 -5.477432e+01 -5.179476e+01 -6.360476e+01 
-5.447206e+01 -5.490561e+01 -5.468533e+01 -5.253223e+01 -5.396143e+01 -5.492652e+01 -5.378673e+01 -5.491565e+01 -6.754887e+01 -6.137606e+01 
-5.442705e+01 -5.467722e+01 -5.474668e+01 -5.326703e+01 -5.717900e+01 -5.683810e+01 -5.506018e+01 -5.537313e+01 -6.226415e+01 -5.242115e+01 
-5.207355e+01 -5.535860e+01 -5.497357e+01 -4.202773e+01 -5.520730e+01 -5.644632e+01 -5.345883e+01 -5.450784e+01 -1.167265e+02 -6.624437e+01 
-5.466564e+01 -5.453857e+01 -5.455810e+01 -5.529919e+01 -5.562958e+01 -5.605936e+01 -5.463682e+01 -5.532373e+01 -5.033758e+01 -5.393436e+01 
-5.429318e+01 -5.489805e+01 -5.473327e+01 -5.166259e+01 -5.422968e+01 -5.492652e+01 -5.406879e+01 -5.430878e+01 -7.194039e+01 -5.971337e+01 
-5.514866e+01 -5.490197e+01 -5.455534e+01 -5.641436e+01 -5.467025e+01 -5.683810e+01 -5.317186e+01 -5.450393e+01 -4.650951e+01 -6.482117e+01 
-5.517940e+01 -5.531086e+01 -5.464363e+01 -5.456295e+01 -5.339882e+01 -5.644632e+01 -5.212952e+01 -5.425921e+01 -5.934188e+01 -7.319373e+01 
-5.471171e+01 -5.520664e+01 -5.463150e+01 -5.252551e+01 -5.315336e+01 -5.605936e+01 -5.242398e+01 -5.443686e+01 -6.946987e+01 -7.094814e+01 
-5.488732e+01 -5.520293e+01 -5.497593e+01 -5.344844e+01 -5.630143e+01 -5.644632e+01 -5.404957e+01 -5.517438e+01 -6.464476e+01 -6.188824e+01 
-5.476514e+01 -5.485611e+01 -5.431614e+01 -5.432440e+01 -5.592865e+01 -5.644632e+01 -5.222377e+01 -5.514328e+01 -5.766640e+01 -6.974722e+01 
-5.551070e+01 -5.524231e+01 -5.473916e+01 -5.686820e+01 -5.494142e+01 -5.683810e+01 -5.279710e+01 -5.494285e+01 -4.620498e+01 -6.915347e+01 
-5.515197e+01 -5.509336e+01 -5.490549e+01 -5.543593e+01 -5.542705e+01 -5.605936e+01 -5.413858e+01 -5.504799e+01 -5.317483e+01 -6.063212e+01 
-5.516108e+01 -5.523397e+01 -5.487445e+01 -5.480795e+01 -5.444336e+01 -5.644632e+01 -5.344545e+01 -5.438159e+01 -5.756642e+01 -6.550890e+01 
-5.453132e+01 -5.487280e+01 -5.456003e+01 -5.297592e+01 -5.411913e+01 -5.492652e+01 -5.330289e+01 -5.360163e+01 -6.503670e+01 -6.389475e+01 
-5.440483e+01 -5.430314e+01 -5.428461e+01 -5.491328e+01 -5.784694e+01 -5.723476e+01 -5.420570e+01 -5.785415e+01 -5.095590e+01 -5.487270e+01 
-5.477389e+01 -5.489754e+01 -5.487252e+01 -5.419856e+01 -5.417604e+01 -5.605936e+01 -5.476668e+01 -5.485129e+01 -5.869557e+01 -5.565547e+01 
-5.592130e+01 -5.598383e+01 -5.509274e+01 -5.561254e+01 -5.434060e+01 -5.605936e+01 -5.187773e+01 -5.353223e+01 -5.794200e+01 -7.881009e+01 
-5.539996e+01 -5.557740e+01 -5.498786e+01 -5.457086e+01 -5.611090e+01 -5.566072e+01 -5.274982e+01 -5.381675e+01 -6.100863e+01 -7.157880e+01 
-5.481610e+01 -5.472526e+01 -5.458426e+01 -5.525617e+01 -5.419397e+01 -5.683810e+01 -5.398731e+01 -5.553843e+01 -5.181708e+01 -5.903186e+01 
-5.534163e+01 -5.492885e+01 -5.461575e+01 -5.753219e+01 -5.539983e+01 -5.644632e+01 -5.336025e+01 -5.434200e+01 -4.032668e+01 -6.394270e+01 
-5.550465e+01 -5.521534e+01 -5.469619e+01 -5.697959e+01 -5.552163e+01 -5.683810e+01 -5.268534e+01 -5.551407e+01 -4.539221e+01 -6.958469e+01 
-5.437315e+01 -5.427355e+01 -5.422207e+01 -5.487078e+01 -5.447980e+01 -5.605936e+01 -5.400402e+01 -5.359284e+01 -5.099625e+01 -5.584473e+01 
-5.492470e+01 -5.538153e+01 -5.483103e+01 -5.290771e+01 -5.470479e+01 -5.644632e+01 -5.272768e+01 -5.476585e+01 -6.857813e+01 -7.042464e+01 
-5.477255e+01 -5.454264e+01 -5.450444e+01 -5.596495e+01 -5.576322e+01 -5.683810e+01 -5.434292e+01 -5.421015e+01 -4.667125e+01 -5.570937e+01 
-5.415219e+01 -5.451746e+01 -5.445529e+01 -5.248889e+01 -5.520218e+01 -5.644632e+01 -5.419341e+01 -5.563410e+01 -6.534089e+01 -5.640725e+01 
-5.533735e+01 -5.545462e+01 -5.517801e+01 -5.478460e+01 -5.328573e+01 -5.605936e+01 -5.407788e+01 -5.507089e+01 -5.909550e+01 -6.340437e+01 
-5.500829e+01 -5.526741e+01 -5.487581e+01 -5.380595e+01 -5.437511e+01 -5.644632e+01 -5.332594e+01 -5.455746e+01 -6.317201e+01 -6.640228e+01 
-5.520583e+01 -5.557798e+01 -5.534689e+01 -5.355163e+01 -5.424328e+01 -5.529640e+01 -5.440400e+01 -5.481709e+01 -6.645702e+01 -6.230684e+01 
-5.444822e+01 -5.437629e+01 -5.457372e+01 -5.480406e+01 -5.478195e+01 -5.605936e+01 -5.544173e+01 -5.426389e+01 -5.202610e+01 -4.801340e+01 
-5.518312e+01 -5.456780e+01 -5.441380e+01 -5.864722e+01 -5.592704e+01 -5.723476e+01 -5.377622e+01 -5.539442e+01 -3.143537e+01 -5.915681e+01 
-5.472774e+01 -5.486861e+01 -5.490599e+01 -5.407679e+01 -5.600819e+01 -5.644632e+01 -5.506410e+01 -5.436180e+01 -5.916770e+01 -5.372344e+01 
-5.466767e+01 -5.531216e+01 -5.480384e+01 -5.190465e+01 -5.422139e+01 -5.683810e+01 -5.284908e+01 -5.443074e+01 -7.326651e+01 -6.930868e+01 
-5.479874e+01 -5.485948e+01 -5.460331e+01 -5.450444e+01 -5.411083e+01 -5.605936e+01 -5.356245e+01 -5.516031e+01 -5.675194e+01 -6.234304e+01 
-5.426102e+01 -5.419228e+01 -5.408749e+01 -5.459731e+01 -5.419766e+01 -5.566072e+01 -5.364742e+01 -5.339201e+01 -5.194547e+01 -5.735552e+01 
-5.406430e+01 -5.524581e+01 -5.452157e+01 -4.940307e+01 -5.276194e+01 -5.455107e+01 -5.180331e+01 -5.428566e+01 -8.515256e+01 -7.452754e+01 
-5.516902e+01 -5.546502e+01 -5.459093e+01 -5.383141e+01 -5.404577e+01 -5.529640e+01 -5.140072e+01 -5.451730e+01 -6.427004e+01 -7.800933e+01 
-5.440393e+01 -5.479952e+01 -5.424629e+01 -5.261324e+01 -5.448115e+01 -5.644632e+01 -5.210198e+01 -5.500000e+01 -6.647397e+01 -7.004461e+01 
-5.490205e+01 -5.523420e+01 -5.401580e+01 -5.339001e+01 -5.350971e+01 -5.566072e+01 -4.977221e+01 -5.363224e+01 -6.515342e+01 -8.496292e+01 
-5.406971e+01 -5.498066e+01 -5.430368e+01 -5.031766e+01 -5.584034e+01 -5.605936e+01 -5.174228e+01 -5.509221e+01 -7.917122e+01 -7.313372e+01 
-5.484083e+01 -5.483541e+01 -5.435109e+01 -5.486710e+01 -5.433283e+01 -5.605936e+01 -5.245622e+01 -5.593931e+01 -5.466632e+01 -6.834698e+01 
-5.446579e+01 -5.438637e+01 -5.447585e+01 -5.486005e+01 -5.799285e+01 -5.723476e+01 -5.486359e+01 -5.652950e+01 -5.178715e+01 -5.157255e+01 
-5.474506e+01 -5.517630e+01 -5.483391e+01 -5.283336e+01 -5.709328e+01 -5.644632e+01 -5.347396e+01 -5.616909e+01 -6.768864e+01 -6.495914e+01 
-5.512529e+01 -5.529979e+01 -5.484468e+01 -5.427982e+01 -5.506246e+01 -5.605936e+01 -5.306297e+01 -5.455313e+01 -6.075853e+01 -6.807843e+01 
-5.515186e+01 -5.527799e+01 -5.487841e+01 -5.454077e+01 -5.434316e+01 -5.644632e+01 -5.329842e+01 -5.475745e+01 -5.926915e+01 -6.662706e+01 
-5.471274e+01 -5.464983e+01 -5.457985e+01 -5.502323e+01 -5.446208e+01 -5.566072e+01 -5.428608e+01 -5.405620e+01 -5.260278e+01 -5.677132e+01 
-5.466873e+01 -5.455563e+01 -5.410062e+01 -5.523176e+01 -5.342289e+01 -5.605936e+01 -5.230824e+01 -5.381896e+01 -5.082930e+01 -6.731637e+01 
-5.478112e+01 -5.495362e+01 -5.453945e+01 -5.398371e+01 -5.350107e+01 -5.529640e+01 -5.290733e+01 -5.395636e+01 -6.020631e+01 -6.663281e+01 
-5.547925e+01 -5.548073e+01 -5.534119e+01 -5.546409e+01 -5.549040e+01 -5.566072e+01 -5.476768e+01 -5.460369e+01 -5.552800e+01 -5.962430e+01 
-5.443918e+01 -5.436912e+01 -5.438704e+01 -5.478533e+01 -5.588133e+01 -5.644632e+01 -5.445310e+01 -5.533164e+01 -5.208107e+01 -5.381420e+01 
-5.396665e+01 -5.366041e+01 -5.359311e+01 -5.557295e+01 -5.429306e+01 -5.529640e+01 -5.330643e+01 -5.577729e+01 -4.301731e+01 -5.571557e+01 
-5.448452e+01 -5.458733e+01 -5.445358e+01 -5.399344e+01 -5.522164e+01 -5.644632e+01 -5.389799e+01 -5.442210e+01 -5.780978e+01 -5.858941e+01 
-5.445254e+01 -5.450516e+01 -5.423523e+01 -5.419836e+01 -5.546723e+01 -5.644632e+01 -5.313872e+01 -5.598248e+01 -5.617410e+01 -6.236172e+01 
-5.490203e+01 -5.484915e+01 -5.449279e+01 -5.515823e+01 -5.301453e+01 -5.492652e+01 -5.306953e+01 -5.459340e+01 -5.315543e+01 -6.504608e+01 
-5.538624e+01 -5.500626e+01 -5.478400e+01 -5.738600e+01 -5.583321e+01 -5.644632e+01 -5.389022e+01 -5.399622e+01 -4.167783e+01 -6.146086e+01 
-5.469397e+01 -5.493445e+01 -5.470349e+01 -5.358053e+01 -5.405970e+01 -5.529640e+01 -5.376433e+01 -5.448776e+01 -6.223526e+01 -6.169594e+01 
-5.515876e+01 -5.520306e+01 -5.497406e+01 -5.494411e+01 -5.550847e+01 -5.644632e+01 -5.403993e+01 -5.449519e+01 -5.662912e+01 -6.194402e+01 
-5.569653e+01 -5.567278e+01 -5.541107e+01 -5.581095e+01 -5.410897e+01 -5.605936e+01 -5.434947e+01 -5.331123e+01 -5.491293e+01 -6.324098e+01 
-5.547150e+01 -5.561674e+01 -5.514074e+01 -5.479289e+01 -5.226992e+01 -5.605936e+01 -5.330627e+01 -5.537643e+01 -6.009251e+01 -6.879360e+01 
-5.503493e+01 -5.482801e+01 -5.438740e+01 -5.607882e+01 -5.411731e+01 -5.683810e+01 -5.265071e+01 -5.453798e+01 -4.791369e+01 -6.723099e+01 
-5.475324e+01 -5.533765e+01 -5.503748e+01 -5.223710e+01 -5.429119e+01 -5.566072e+01 -5.383959e+01 -5.562382e+01 -7.174340e+01 -6.396912e+01 
-5.437109e+01 -5.438680e+01 -5.440838e+01 -5.429450e+01 -5.317230e+01 -5.605936e+01 -5.449156e+01 -5.548970e+01 -5.488977e+01 -5.371834e+01 
-5.488513e+01 -5.512231e+01 -5.486664e+01 -5.379048e+01 -5.456652e+01 -5.529640e+01 -5.383618e+01 -5.521002e+01 -6.231629e+01 -6.255173e+01 
-5.427528e+01 -5.468794e+01 -5.414949e+01 -5.241698e+01 -5.431685e+01 -5.605936e+01 -5.205991e+01 -5.461704e+01 -6.678188e+01 -6.953521e+01 
-5.449589e+01 -5.519683e+01 -5.457954e+01 -5.150475e+01 -5.426129e+01 -5.605936e+01 -5.222606e+01 -5.561735e+01 -7.457068e+01 -7.195143e+01 
-5.529401e+01 -5.528075e+01 -5.479225e+01 -5.533678e+01 -5.549039e+01 -5.763631e+01 -5.289559e+01 -5.468140e+01 -5.497348e+01 -6.887115e+01 
-5.563611e+01 -5.527119e+01 -5.545151e+01 -5.752258e+01 -5.561686e+01 -5.605936e+01 -5.622295e+01 -5.500000e+01 -4.267540e+01 -4.963302e+01 
-5.502026e+01 -5.510140e+01 -5.462863e+01 -5.462716e+01 -5.668022e+01 -5.605936e+01 -5.278589e+01 -5.410301e+01 -5.766122e+01 -6.827733e+01 
-5.552632e+01 -5.538974e+01 -5.544160e+01 -5.620310e+01 -5.423425e+01 -5.605936e+01 -5.564594e+01 -5.417695e+01 -5.089253e+01 -5.378416e+01 
