sigma_18, sigma_D, sigma_17,  diff1,  diff2, diff2_17O,  divis,  diff3 
8.301486e-02 7.686379e-02 8.642223e-02 9.834239e-04 1.076091e-03 1.262794e-03 1.166455e+00 1.012008e-03 
8.211486e-02 7.637267e-02 8.467393e-02 9.100656e-04 9.225074e-04 1.236961e-03 1.156026e+00 9.121211e-04 
8.240755e-02 7.592248e-02 8.377168e-02 1.026783e-03 9.165345e-04 1.189259e-03 1.178130e+00 9.614162e-04 
8.725404e-02 7.870623e-02 8.766327e-02 1.418597e-03 1.053814e-03 1.223359e-03 1.229003e+00 9.366065e-04 
8.594408e-02 7.815264e-02 8.668972e-02 1.278549e-03 1.098394e-03 1.192779e-03 1.209329e+00 1.117085e-03 
8.569969e-02 7.822860e-02 8.569019e-02 1.224724e-03 9.589924e-04 1.170535e-03 1.200128e+00 9.865502e-04 
8.495297e-02 7.732635e-02 8.494455e-02 1.237644e-03 1.093326e-03 1.234779e-03 1.206986e+00 1.090329e-03 
8.444272e-02 7.696283e-02 8.533224e-02 1.207295e-03 1.125147e-03 1.304244e-03 1.203822e+00 1.090329e-03 
8.216665e-02 7.631532e-02 8.447764e-02 9.273297e-04 9.340617e-04 1.136293e-03 1.159225e+00 9.366065e-04 
8.574249e-02 7.762878e-02 8.797614e-02 1.325548e-03 9.831576e-04 1.177490e-03 1.219963e+00 9.865502e-04 
8.054784e-02 7.590598e-02 8.577253e-02 7.262356e-04 1.070947e-03 1.347209e-03 1.126045e+00 1.037791e-03 
8.425542e-02 7.709518e-02 8.552741e-02 1.155308e-03 1.017554e-03 1.215830e-03 1.194376e+00 9.865502e-04 
8.525233e-02 7.792185e-02 8.615543e-02 1.196145e-03 1.018022e-03 1.152477e-03 1.197000e+00 9.865502e-04 
8.311674e-02 7.662888e-02 8.552306e-02 1.036407e-03 1.037359e-03 1.104912e-03 1.176500e+00 9.865502e-04 
8.483594e-02 7.775575e-02 8.639047e-02 1.151179e-03 8.388693e-04 1.130031e-03 1.190405e+00 9.865502e-04 
8.828890e-02 8.154619e-02 8.926738e-02 1.145149e-03 9.011945e-04 1.107652e-03 1.172208e+00 9.865502e-04 
8.174831e-02 7.529144e-02 8.467623e-02 1.013986e-03 9.713019e-04 1.214377e-03 1.178871e+00 1.012008e-03 
8.362706e-02 7.899231e-02 8.773278e-02 7.536989e-04 9.910104e-04 1.129207e-03 1.120789e+00 9.865502e-04 
8.625365e-02 7.676386e-02 8.613569e-02 1.547002e-03 1.242148e-03 1.335158e-03 1.262529e+00 1.037791e-03 
8.435322e-02 7.664112e-02 8.478575e-02 1.241605e-03 1.069377e-03 1.078503e-03 1.211378e+00 1.012008e-03 
8.136495e-02 7.285398e-02 8.250855e-02 1.312553e-03 1.084198e-03 1.186791e-03 1.247292e+00 1.063898e-03 
8.566441e-02 8.040830e-02 8.810196e-02 8.728959e-04 1.033778e-03 1.129145e-03 1.135008e+00 9.614162e-04 
8.373844e-02 7.581621e-02 8.661560e-02 1.264029e-03 1.076843e-03 1.257662e-03 1.219904e+00 9.614162e-04 
8.352202e-02 7.870781e-02 8.558376e-02 7.810088e-04 1.033357e-03 1.247302e-03 1.126072e+00 9.614162e-04 
8.512874e-02 7.873305e-02 8.662648e-02 1.048010e-03 9.824920e-04 1.077900e-03 1.169064e+00 9.121211e-04 
8.731519e-02 7.927508e-02 8.959670e-02 1.339405e-03 1.214388e-03 1.250370e-03 1.213127e+00 1.117085e-03 
8.213907e-02 7.523199e-02 8.431552e-02 1.086974e-03 9.021528e-04 1.218936e-03 1.192050e+00 9.865502e-04 
8.342137e-02 7.737670e-02 8.673877e-02 9.719711e-04 8.887284e-04 1.188198e-03 1.162343e+00 9.121211e-04 
8.388186e-02 7.898845e-02 8.751060e-02 7.969908e-04 9.405853e-04 1.074343e-03 1.127740e+00 9.121211e-04 
8.375204e-02 7.399562e-02 8.550580e-02 1.539053e-03 1.027864e-03 1.191525e-03 1.281088e+00 1.063898e-03 
8.451460e-02 7.843623e-02 8.700932e-02 9.904760e-04 1.139863e-03 1.234794e-03 1.160994e+00 9.865502e-04 
8.403351e-02 7.887216e-02 8.584704e-02 8.408123e-04 1.153542e-03 1.310984e-03 1.135161e+00 1.012008e-03 
8.388655e-02 7.832664e-02 8.679122e-02 9.018909e-04 1.111985e-03 1.251178e-03 1.147006e+00 1.037791e-03 
8.292207e-02 7.854805e-02 8.580088e-02 7.062733e-04 1.140228e-03 1.247102e-03 1.114473e+00 9.865502e-04 
8.555366e-02 7.759894e-02 8.607342e-02 1.297833e-03 9.834343e-04 1.204182e-03 1.215530e+00 1.037791e-03 
8.412761e-02 7.683443e-02 8.542414e-02 1.173925e-03 8.585212e-04 1.036729e-03 1.198851e+00 1.012008e-03 
8.504956e-02 8.109680e-02 8.714233e-02 6.567374e-04 1.140243e-03 1.202688e-03 1.099858e+00 1.012008e-03 
8.366656e-02 7.696940e-02 8.622626e-02 1.075805e-03 1.026014e-03 1.181182e-03 1.181592e+00 1.012008e-03 
8.275524e-02 7.682889e-02 8.515755e-02 9.457519e-04 1.134195e-03 1.161896e-03 1.160224e+00 1.012008e-03 
8.053250e-02 7.662398e-02 8.408182e-02 6.142490e-04 9.583154e-04 1.104230e-03 1.104620e+00 1.063898e-03 
8.208213e-02 7.507109e-02 8.388512e-02 1.101807e-03 1.039059e-03 1.248333e-03 1.195506e+00 1.012008e-03 
8.376951e-02 7.745615e-02 8.594754e-02 1.017876e-03 9.757371e-04 1.244078e-03 1.169661e+00 9.865502e-04 
8.707785e-02 7.920919e-02 8.749851e-02 1.308457e-03 9.834214e-04 1.100181e-03 1.208549e+00 1.012008e-03 
8.179609e-02 7.759335e-02 8.532986e-02 6.698722e-04 9.472732e-04 1.330003e-03 1.111261e+00 9.366065e-04 
8.489622e-02 7.695333e-02 8.665007e-02 1.285553e-03 8.789171e-04 1.143860e-03 1.217088e+00 9.614162e-04 
8.335342e-02 7.513676e-02 8.400315e-02 1.302259e-03 1.042602e-03 1.276195e-03 1.230671e+00 1.063898e-03 
8.005092e-02 7.579378e-02 8.482188e-02 6.634527e-04 1.083417e-03 1.277907e-03 1.115490e+00 9.366065e-04 
9.175397e-02 8.240614e-02 9.075928e-02 1.628020e-03 1.002399e-03 1.259488e-03 1.239740e+00 1.037791e-03 
8.510573e-02 7.904031e-02 8.686383e-02 9.956142e-04 9.682414e-04 1.242513e-03 1.159365e+00 1.012008e-03 
8.309888e-02 7.643865e-02 8.523919e-02 1.062557e-03 1.173414e-03 1.313655e-03 1.181855e+00 1.090329e-03 
8.573782e-02 7.958633e-02 8.707052e-02 1.016989e-03 8.993275e-04 1.077310e-03 1.160561e+00 1.012008e-03 
8.529085e-02 7.856139e-02 8.660745e-02 1.102637e-03 1.069086e-03 1.088171e-03 1.178655e+00 9.366065e-04 
8.096249e-02 7.608186e-02 8.466823e-02 7.664747e-04 1.214961e-03 1.292429e-03 1.132414e+00 1.063898e-03 
8.315828e-02 7.821972e-02 8.645721e-02 7.969747e-04 1.074602e-03 1.214468e-03 1.130260e+00 1.012008e-03 
8.440687e-02 7.767989e-02 8.542892e-02 1.090355e-03 9.966185e-04 1.185199e-03 1.180697e+00 9.121211e-04 
8.478481e-02 7.973254e-02 8.628631e-02 8.311866e-04 1.092337e-03 1.367254e-03 1.130746e+00 9.865502e-04 
8.587868e-02 7.891010e-02 8.694561e-02 1.148343e-03 1.076967e-03 1.306349e-03 1.184419e+00 1.063898e-03 
8.264024e-02 7.531213e-02 8.418078e-02 1.157492e-03 8.919533e-04 1.308768e-03 1.204074e+00 9.865502e-04 
8.351840e-02 7.784264e-02 8.611744e-02 9.158469e-04 8.967510e-04 1.194275e-03 1.151143e+00 9.366065e-04 
8.670989e-02 8.127693e-02 8.831272e-02 9.126652e-04 9.977482e-04 1.172558e-03 1.138158e+00 9.614162e-04 
8.407060e-02 7.765302e-02 8.661776e-02 1.037875e-03 9.379268e-04 1.139773e-03 1.172119e+00 9.121211e-04 
8.429418e-02 7.722315e-02 8.593093e-02 1.142094e-03 1.041033e-03 1.314460e-03 1.191517e+00 9.366065e-04 
8.589520e-02 7.825402e-02 8.650791e-02 1.254294e-03 1.091401e-03 1.268074e-03 1.204826e+00 9.366065e-04 
8.046400e-02 7.387467e-02 8.209792e-02 1.016988e-03 1.119383e-03 1.392301e-03 1.186348e+00 9.865502e-04 
8.937468e-02 8.219836e-02 8.942098e-02 1.231263e-03 1.063162e-03 1.235829e-03 1.182232e+00 1.012008e-03 
8.707062e-02 8.039735e-02 8.915589e-02 1.117558e-03 9.758453e-04 1.189392e-03 1.172897e+00 1.037791e-03 
8.485499e-02 7.875569e-02 8.662891e-02 9.979108e-04 1.031893e-03 1.240481e-03 1.160890e+00 1.012008e-03 
8.132038e-02 7.599702e-02 8.464669e-02 8.374571e-04 1.046409e-03 1.188470e-03 1.145000e+00 9.614162e-04 
8.332819e-02 7.707541e-02 8.731634e-02 1.002969e-03 1.122187e-03 1.312615e-03 1.168832e+00 1.037791e-03 
8.415359e-02 7.925666e-02 8.646702e-02 8.002087e-04 1.019500e-03 1.173775e-03 1.127389e+00 1.063898e-03 
8.411308e-02 7.771761e-02 8.706940e-02 1.034983e-03 1.147228e-03 1.325719e-03 1.171354e+00 1.037791e-03 
8.654163e-02 7.895269e-02 8.681622e-02 1.255926e-03 9.229465e-04 1.234310e-03 1.201479e+00 9.121211e-04 
8.716456e-02 7.864278e-02 8.885602e-02 1.412974e-03 9.026411e-04 1.241191e-03 1.228463e+00 9.366065e-04 
8.168587e-02 7.436051e-02 8.219110e-02 1.143096e-03 1.125893e-03 1.309845e-03 1.206727e+00 1.037791e-03 
8.330970e-02 7.651475e-02 8.497624e-02 1.085999e-03 1.271049e-03 1.223235e-03 1.185498e+00 1.063898e-03 
8.626937e-02 7.969041e-02 8.850511e-02 1.091844e-03 8.898304e-04 1.116161e-03 1.171929e+00 9.366065e-04 
8.744369e-02 7.990058e-02 8.697857e-02 1.262296e-03 1.117629e-03 1.110591e-03 1.197725e+00 1.090329e-03 
8.314337e-02 7.729828e-02 8.545672e-02 9.377966e-04 1.108790e-03 1.181599e-03 1.156953e+00 9.865502e-04 
8.474515e-02 7.722019e-02 8.566203e-02 1.218784e-03 1.009967e-03 1.227710e-03 1.204392e+00 9.865502e-04 
8.454173e-02 7.806219e-02 8.612950e-02 1.053599e-03 1.102551e-03 1.185295e-03 1.172900e+00 9.614162e-04 
8.622732e-02 7.834194e-02 8.698239e-02 1.297691e-03 9.191791e-04 1.214632e-03 1.211438e+00 9.366065e-04 
8.280187e-02 7.756636e-02 8.575459e-02 8.396093e-04 9.607787e-04 1.112445e-03 1.139550e+00 9.366065e-04 
8.312916e-02 7.800456e-02 8.559393e-02 8.257457e-04 1.048560e-03 1.249791e-03 1.135708e+00 9.614162e-04 
8.564541e-02 7.820461e-02 8.590424e-02 1.219176e-03 1.086623e-03 1.243139e-03 1.199343e+00 1.037791e-03 
8.270310e-02 7.528431e-02 8.485297e-02 1.172075e-03 8.336123e-04 1.244322e-03 1.206798e+00 9.366065e-04 
8.559310e-02 8.006660e-02 8.746288e-02 9.155179e-04 9.534473e-04 1.214832e-03 1.142812e+00 9.614162e-04 
8.767671e-02 7.926043e-02 8.774886e-02 1.404991e-03 9.260682e-04 1.134070e-03 1.223646e+00 9.121211e-04 
8.166454e-02 7.580570e-02 8.617177e-02 9.225933e-04 1.047203e-03 1.156706e-03 1.160549e+00 1.012008e-03 
8.581712e-02 7.844406e-02 8.824714e-02 1.211107e-03 9.740690e-04 1.253614e-03 1.196817e+00 1.012008e-03 
8.621930e-02 8.026810e-02 8.784203e-02 9.907994e-04 1.226781e-03 1.423514e-03 1.153780e+00 1.063898e-03 
8.882083e-02 8.260275e-02 9.057460e-02 1.065925e-03 9.887508e-04 1.145076e-03 1.156220e+00 9.614162e-04 
8.487990e-02 7.807005e-02 8.766994e-02 1.109665e-03 1.130012e-03 1.149307e-03 1.182064e+00 1.063898e-03 
8.734346e-02 8.113084e-02 8.892935e-02 1.046665e-03 9.880920e-04 1.196087e-03 1.159014e+00 9.614162e-04 
8.374771e-02 7.669378e-02 8.501523e-02 1.131742e-03 9.727787e-04 1.285330e-03 1.192410e+00 1.012008e-03 
8.406032e-02 7.673588e-02 8.448028e-02 1.177741e-03 8.984837e-04 1.170390e-03 1.200011e+00 9.865502e-04 
8.345103e-02 7.744437e-02 8.608097e-02 9.664428e-04 1.016639e-03 1.205064e-03 1.161137e+00 1.063898e-03 
8.789810e-02 7.939837e-02 8.929533e-02 1.421975e-03 9.838032e-04 1.385069e-03 1.225563e+00 1.037791e-03 
8.405836e-02 7.770185e-02 8.489065e-02 1.028231e-03 1.229969e-03 1.212111e-03 1.170305e+00 1.037791e-03 
8.651012e-02 7.808130e-02 8.650127e-02 1.387312e-03 1.076705e-03 1.248378e-03 1.227552e+00 1.090329e-03 
8.713770e-02 7.759109e-02 8.575868e-02 1.572601e-03 1.067649e-03 1.210390e-03 1.261213e+00 1.037791e-03 
